Animal,File,Box,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,bin,range(f),light,dark,Distance_px,Distance_in
29,ms29-32_2021-04-14 16-43-02.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[2.7385481366459627, 136.8006599378882, 138.5646350931677, 1.8565605590062113], [1.8565605590062113, 138.5646350931677, 138.5646350931677, 3.6205357142857144, 3.6205357142857144]], 'ys': [[2.457236842105254, 5.720394736842096, 137.8782894736842, 142.77302631578945], [142.77302631578945, 137.8782894736842, 278.1940789473684, 276.5625, 276.5625]]}",1,"(1800, 3600)",0.33870072,0.66296502,1631.62147,114.258206
30,ms29-32_2021-04-14 16-43-02.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 134.88826650943395, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 137.5486438679245, 2.75619103773585]], 'ys': [[2.431071428571408, 2.431071428571408, 138.27107142857142, 138.27107142857142], [138.27107142857142, 138.27107142857142, 280.57964285714286, 280.57964285714286]]}",1,"(1800, 3600)",0.32593004,0.67629095,1451.4139,99.6657683
31,ms29-32_2021-04-14 16-43-02.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 137.5486438679245, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 138.43543632075472, 2.75619103773585]], 'ys': [[2.457236842105254, 2.457236842105254, 139.50986842105263, 139.50986842105263], [139.50986842105263, 139.50986842105263, 276.5625, 274.93092105263156]]}",1,"(1800, 3600)",0,1,873.232538,57.4684132
32,ms29-32_2021-04-14 16-43-02.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[2.7213381901840523, 139.58023389570553, 139.58023389570553, 4.475939417177917], [4.475939417177917, 139.58023389570553, 138.7029332822086, 4.475939417177917]], 'ys': [[2.4639705882352794, 2.4639705882352794, 138.19338235294117, 134.92279411764704], [134.92279411764704, 138.19338235294117, 273.9227941176471, 275.5580882352941]]}",1,"(1800, 3600)",0.41921155,0.58189895,1896.0863,120.392165
33,ms33-36_2021-04-14 16-58-15.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[2.7385481366459627, 136.8006599378882, 138.5646350931677, 1.8565605590062113], [1.8565605590062113, 138.5646350931677, 138.5646350931677, 3.6205357142857144, 3.6205357142857144]], 'ys': [[2.457236842105254, 5.720394736842096, 137.8782894736842, 142.77302631578945], [142.77302631578945, 137.8782894736842, 278.1940789473684, 276.5625, 276.5625]]}",1,"(1800, 3600)",0.24042199,0.76235425,1446.64528,101.304805
34,ms33-36_2021-04-14 16-58-15.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 134.88826650943395, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 137.5486438679245, 2.75619103773585]], 'ys': [[2.431071428571408, 2.431071428571408, 138.27107142857142, 138.27107142857142], [138.27107142857142, 138.27107142857142, 280.57964285714286, 280.57964285714286]]}",1,"(1800, 3600)",0.05274847,0.94836202,563.073597,38.6651684
35,ms33-36_2021-04-14 16-58-15.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 137.5486438679245, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 138.43543632075472, 2.75619103773585]], 'ys': [[2.457236842105254, 2.457236842105254, 139.50986842105263, 139.50986842105263], [139.50986842105263, 139.50986842105263, 276.5625, 274.93092105263156]]}",1,"(1800, 3600)",0,1,711.16125,46.8023198
36,ms33-36_2021-04-14 16-58-15.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[2.7213381901840523, 139.58023389570553, 139.58023389570553, 4.475939417177917], [4.475939417177917, 139.58023389570553, 138.7029332822086, 4.475939417177917]], 'ys': [[2.4639705882352794, 2.4639705882352794, 138.19338235294117, 134.92279411764704], [134.92279411764704, 138.19338235294117, 273.9227941176471, 275.5580882352941]]}",1,"(1800, 3600)",0.09772349,0.90782898,792.821137,50.3402471
5,ms5-8_2021-04-13 13-58-22.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[3.6429834905660385, 134.88826650943395, 136.66185141509433, 2.75619103773585], [2.75619103773585, 136.66185141509433, 136.66185141509433, 2.75619103773585]], 'ys': [[4.0383522727272405, 4.0383522727272405, 144.42471590909088, 141.19744318181816], [141.19744318181816, 144.42471590909088, 279.97017045454544, 279.97017045454544]]}",1,"(1800, 3600)",0.227096058,0.776790672,1706.077734,119.953085
6,ms5-8_2021-04-13 13-58-22.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9667369631901872, 136.94833205521473, 137.82563266871165, 2.7213381901840523], [2.7213381901840523, 137.82563266871165, 137.82563266871165, 2.7213381901840523]], 'ys': [[2.424715909090877, 4.0383522727272405, 141.19744318181816, 141.19744318181816], [141.19744318181816, 141.19744318181816, 279.97017045454544, 278.35653409090907]]}",1,"(1800, 3600)",0.35036091,0.64963909,1579.29738,113.443047
7,ms5-8_2021-04-13 13-58-22.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[1.8565605590062113, 139.44662267080747, 135.91867236024845, 0.9745729813664598], [0.9745729813664598, 135.91867236024845, 137.68264751552795, 4.502523291925466]], 'ys': [[2.4440028901734, 2.4440028901734, 138.8833092485549, 140.5075867052023], [140.5075867052023, 138.8833092485549, 276.9468930635838, 275.3226156069364]]}",1,"(1800, 3600)",0.25930039,0.74069961,1540.37804,106.071118
8,ms5-8_2021-04-13 13-58-22.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[0.9908439490445882, 137.42396496815286, 135.640525477707, 3.666003184713378, 3.666003184713378], [3.666003184713378, 135.640525477707, 135.640525477707, 3.666003184713378]], 'ys': [[2.457236842105254, 2.457236842105254, 137.8782894736842, 139.50986842105263, 139.50986842105263], [139.50986842105263, 137.8782894736842, 274.93092105263156, 274.93092105263156]]}",1,"(1800, 3600)",0,1,645.570938,42.4812048
9,ms9-12_2021-04-13 14-14-01.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[3.6429834905660385, 134.88826650943395, 136.66185141509433, 2.75619103773585], [2.75619103773585, 136.66185141509433, 136.66185141509433, 2.75619103773585]], 'ys': [[4.0383522727272405, 4.0383522727272405, 144.42471590909088, 141.19744318181816], [141.19744318181816, 144.42471590909088, 279.97017045454544, 279.97017045454544]]}",1,"(1800, 3600)",0.047196002,0.958356469,1568.615668,110.2882271
10,ms9-12_2021-04-13 14-14-01.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9667369631901872, 136.94833205521473, 137.82563266871165, 2.7213381901840523], [2.7213381901840523, 137.82563266871165, 137.82563266871165, 2.7213381901840523]], 'ys': [[2.424715909090877, 4.0383522727272405, 141.19744318181816, 141.19744318181816], [141.19744318181816, 141.19744318181816, 279.97017045454544, 278.35653409090907]]}",1,"(1800, 3600)",0.19044975,0.81177124,1486.1747,106.75392
11,ms9-12_2021-04-13 14-14-01.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[1.8565605590062113, 139.44662267080747, 135.91867236024845, 0.9745729813664598], [0.9745729813664598, 135.91867236024845, 137.68264751552795, 4.502523291925466]], 'ys': [[2.4440028901734, 2.4440028901734, 138.8833092485549, 140.5075867052023], [140.5075867052023, 138.8833092485549, 276.9468930635838, 275.3226156069364]]}",1,"(1800, 3600)",0.13436979,0.85841199,1470.62552,101.267929
12,ms9-12_2021-04-13 14-14-01.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[0.9908439490445882, 137.42396496815286, 135.640525477707, 3.666003184713378, 3.666003184713378], [3.666003184713378, 135.640525477707, 135.640525477707, 3.666003184713378]], 'ys': [[2.457236842105254, 2.457236842105254, 137.8782894736842, 139.50986842105263, 139.50986842105263], [139.50986842105263, 137.8782894736842, 274.93092105263156, 274.93092105263156]]}",1,"(1800, 3600)",0.15546918,0.8478623,1451.15186,95.4917199
1,ms1-4_2021-04-13 13-42-00.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[3.6429834905660385, 134.88826650943395, 136.66185141509433, 2.75619103773585], [2.75619103773585, 136.66185141509433, 136.66185141509433, 2.75619103773585]], 'ys': [[4.0383522727272405, 4.0383522727272405, 144.42471590909088, 141.19744318181816], [141.19744318181816, 144.42471590909088, 279.97017045454544, 279.97017045454544]]}",2,"(3600, 5400)",0.409772349,0.590782898,1410.763136,99.18973037
2,ms1-4_2021-04-13 13-42-00.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9667369631901872, 136.94833205521473, 137.82563266871165, 2.7213381901840523], [2.7213381901840523, 137.82563266871165, 137.82563266871165, 2.7213381901840523]], 'ys': [[2.424715909090877, 4.0383522727272405, 141.19744318181816, 141.19744318181816], [141.19744318181816, 141.19744318181816, 279.97017045454544, 278.35653409090907]]}",2,"(3600, 5400)",0.19156024,0.80843976,1397.01946,100.34978
3,ms1-4_2021-04-13 13-42-00.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[1.8565605590062113, 139.44662267080747, 135.91867236024845, 0.9745729813664598], [0.9745729813664598, 135.91867236024845, 137.68264751552795, 4.502523291925466]], 'ys': [[2.4440028901734, 2.4440028901734, 138.8833092485549, 140.5075867052023], [140.5075867052023, 138.8833092485549, 276.9468930635838, 275.3226156069364]]}",2,"(3600, 5400)",0.14769572,0.85285952,1433.9757,98.744206
4,ms1-4_2021-04-13 13-42-00.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[0.9908439490445882, 137.42396496815286, 135.640525477707, 3.666003184713378, 3.666003184713378], [3.666003184713378, 135.640525477707, 135.640525477707, 3.666003184713378]], 'ys': [[2.457236842105254, 2.457236842105254, 137.8782894736842, 139.50986842105263, 139.50986842105263], [139.50986842105263, 137.8782894736842, 274.93092105263156, 274.93092105263156]]}",2,"(3600, 5400)",0.32481954,0.6757357,1348.85374,88.760086
13,ms13-16_2021-04-13 14-28-56.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[3.6429834905660385, 134.88826650943395, 136.66185141509433, 2.75619103773585], [2.75619103773585, 136.66185141509433, 136.66185141509433, 2.75619103773585]], 'ys': [[4.0383522727272405, 4.0383522727272405, 144.42471590909088, 141.19744318181816], [141.19744318181816, 144.42471590909088, 279.97017045454544, 279.97017045454544]]}",2,"(3600, 5400)",0.263187118,0.738478623,1232.658746,86.66734016
14,ms13-16_2021-04-13 14-28-56.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9667369631901872, 136.94833205521473, 137.82563266871165, 2.7213381901840523], [2.7213381901840523, 137.82563266871165, 137.82563266871165, 2.7213381901840523]], 'ys': [[2.424715909090877, 4.0383522727272405, 141.19744318181816, 141.19744318181816], [141.19744318181816, 141.19744318181816, 279.97017045454544, 278.35653409090907]]}",2,"(3600, 5400)",0.10660744,0.8950583,1235.2042,88.7263727
15,ms13-16_2021-04-13 14-28-56.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[1.8565605590062113, 139.44662267080747, 135.91867236024845, 0.9745729813664598], [0.9745729813664598, 135.91867236024845, 137.68264751552795, 4.502523291925466]], 'ys': [[2.4440028901734, 2.4440028901734, 138.8833092485549, 140.5075867052023], [140.5075867052023, 138.8833092485549, 276.9468930635838, 275.3226156069364]]}",2,"(3600, 5400)",0.47917823,0.52082177,2006.85107,138.192659
16,ms13-16_2021-04-13 14-28-56.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[0.9908439490445882, 137.42396496815286, 135.640525477707, 3.666003184713378, 3.666003184713378], [3.666003184713378, 135.640525477707, 135.640525477707, 3.666003184713378]], 'ys': [[2.457236842105254, 2.457236842105254, 137.8782894736842, 139.50986842105263, 139.50986842105263], [139.50986842105263, 137.8782894736842, 274.93092105263156, 274.93092105263156]]}",2,"(3600, 5400)",0.07051638,0.93170461,1021.56485,67.2231398
17,ms17-20_2021-04-14 15-57-09.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[2.7385481366459627, 136.8006599378882, 138.5646350931677, 1.8565605590062113], [1.8565605590062113, 138.5646350931677, 138.5646350931677, 3.6205357142857144, 3.6205357142857144]], 'ys': [[2.457236842105254, 5.720394736842096, 137.8782894736842, 142.77302631578945], [142.77302631578945, 137.8782894736842, 278.1940789473684, 276.5625, 276.5625]]}",2,"(3600, 5400)",0.26818434,0.7334814,1659.69546,116.224155
18,ms17-20_2021-04-14 15-57-09.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 134.88826650943395, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 137.5486438679245, 2.75619103773585]], 'ys': [[2.431071428571408, 2.431071428571408, 138.27107142857142, 138.27107142857142], [138.27107142857142, 138.27107142857142, 280.57964285714286, 280.57964285714286]]}",2,"(3600, 5400)",0.22376458,0.77679067,1252.2412,85.9889668
19,ms17-20_2021-04-14 15-57-09.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 137.5486438679245, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 138.43543632075472, 2.75619103773585]], 'ys': [[2.457236842105254, 2.457236842105254, 139.50986842105263, 139.50986842105263], [139.50986842105263, 139.50986842105263, 276.5625, 274.93092105263156]]}",2,"(3600, 5400)",0.22543032,0.7806774,1219.97144,80.2876896
20,ms17-20_2021-04-14 15-57-09.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[2.7213381901840523, 139.58023389570553, 139.58023389570553, 4.475939417177917], [4.475939417177917, 139.58023389570553, 138.7029332822086, 4.475939417177917]], 'ys': [[2.4639705882352794, 2.4639705882352794, 138.19338235294117, 134.92279411764704], [134.92279411764704, 138.19338235294117, 273.9227941176471, 275.5580882352941]]}",2,"(3600, 5400)",0.24819545,0.75513604,1207.60763,76.6771513
21,ms21-24_2021-04-14 16-13-13.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[2.7385481366459627, 136.8006599378882, 138.5646350931677, 1.8565605590062113], [1.8565605590062113, 138.5646350931677, 138.5646350931677, 3.6205357142857144, 3.6205357142857144]], 'ys': [[2.457236842105254, 5.720394736842096, 137.8782894736842, 142.77302631578945], [142.77302631578945, 137.8782894736842, 278.1940789473684, 276.5625, 276.5625]]}",2,"(3600, 5400)",0.01776791,0.98556358,945.575541,66.2161949
22,ms21-24_2021-04-14 16-13-13.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 134.88826650943395, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 137.5486438679245, 2.75619103773585]], 'ys': [[2.431071428571408, 2.431071428571408, 138.27107142857142, 138.27107142857142], [138.27107142857142, 138.27107142857142, 280.57964285714286, 280.57964285714286]]}",2,"(3600, 5400)",0.27484731,0.72737368,1428.87812,98.1182805
23,ms21-24_2021-04-14 16-13-13.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 137.5486438679245, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 138.43543632075472, 2.75619103773585]], 'ys': [[2.457236842105254, 2.457236842105254, 139.50986842105263, 139.50986842105263], [139.50986842105263, 139.50986842105263, 276.5625, 274.93092105263156]]}",2,"(3600, 5400)",0.01665741,0.98389783,1001.5376,65.912313
24,ms21-24_2021-04-14 16-13-13.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[2.7213381901840523, 139.58023389570553, 139.58023389570553, 4.475939417177917], [4.475939417177917, 139.58023389570553, 138.7029332822086, 4.475939417177917]], 'ys': [[2.4639705882352794, 2.4639705882352794, 138.19338235294117, 134.92279411764704], [134.92279411764704, 138.19338235294117, 273.9227941176471, 275.5580882352941]]}",2,"(3600, 5400)",0.26818434,0.73181566,1446.44805,91.8423449
25,ms25-28_2021-04-14 16-27-47.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[2.7385481366459627, 136.8006599378882, 138.5646350931677, 1.8565605590062113], [1.8565605590062113, 138.5646350931677, 138.5646350931677, 3.6205357142857144, 3.6205357142857144]], 'ys': [[2.457236842105254, 5.720394736842096, 137.8782894736842, 142.77302631578945], [142.77302631578945, 137.8782894736842, 278.1940789473684, 276.5625, 276.5625]]}",2,"(3600, 5400)",0.32648529,0.67462521,1292.26459,90.4939268
26,ms25-28_2021-04-14 16-27-47.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 134.88826650943395, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 137.5486438679245, 2.75619103773585]], 'ys': [[2.431071428571408, 2.431071428571408, 138.27107142857142, 138.27107142857142], [138.27107142857142, 138.27107142857142, 280.57964285714286, 280.57964285714286]]}",2,"(3600, 5400)",0.28317601,0.71793448,1057.30277,72.6029237
27,ms25-28_2021-04-14 16-27-47.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 137.5486438679245, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 138.43543632075472, 2.75619103773585]], 'ys': [[2.457236842105254, 2.457236842105254, 139.50986842105263, 139.50986842105263], [139.50986842105263, 139.50986842105263, 276.5625, 274.93092105263156]]}",2,"(3600, 5400)",0.50416435,0.50027762,1709.93822,112.532953
28,ms25-28_2021-04-14 16-27-47.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[2.7213381901840523, 139.58023389570553, 139.58023389570553, 4.475939417177917], [4.475939417177917, 139.58023389570553, 138.7029332822086, 4.475939417177917]], 'ys': [[2.4639705882352794, 2.4639705882352794, 138.19338235294117, 134.92279411764704], [134.92279411764704, 138.19338235294117, 273.9227941176471, 275.5580882352941]]}",2,"(3600, 5400)",0.10771793,0.89228207,874.684171,55.5381476
29,ms29-32_2021-04-14 16-43-02.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[2.7385481366459627, 136.8006599378882, 138.5646350931677, 1.8565605590062113], [1.8565605590062113, 138.5646350931677, 138.5646350931677, 3.6205357142857144, 3.6205357142857144]], 'ys': [[2.457236842105254, 5.720394736842096, 137.8782894736842, 142.77302631578945], [142.77302631578945, 137.8782894736842, 278.1940789473684, 276.5625, 276.5625]]}",2,"(3600, 5400)",0.4386452,0.5624653,1474.85483,103.280246
30,ms29-32_2021-04-14 16-43-02.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 134.88826650943395, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 137.5486438679245, 2.75619103773585]], 'ys': [[2.431071428571408, 2.431071428571408, 138.27107142857142, 138.27107142857142], [138.27107142857142, 138.27107142857142, 280.57964285714286, 280.57964285714286]]}",2,"(3600, 5400)",0.24430872,0.75569128,1279.84112,87.8841997
31,ms29-32_2021-04-14 16-43-02.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 137.5486438679245, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 138.43543632075472, 2.75619103773585]], 'ys': [[2.457236842105254, 2.457236842105254, 139.50986842105263, 139.50986842105263], [139.50986842105263, 139.50986842105263, 276.5625, 274.93092105263156]]}",2,"(3600, 5400)",0.05330372,0.94669628,1004.64623,66.1168956
32,ms29-32_2021-04-14 16-43-02.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[2.7213381901840523, 139.58023389570553, 139.58023389570553, 4.475939417177917], [4.475939417177917, 139.58023389570553, 138.7029332822086, 4.475939417177917]], 'ys': [[2.4639705882352794, 2.4639705882352794, 138.19338235294117, 134.92279411764704], [134.92279411764704, 138.19338235294117, 273.9227941176471, 275.5580882352941]]}",2,"(3600, 5400)",0.38589672,0.61410328,1908.0238,121.150137
33,ms33-36_2021-04-14 16-58-15.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[2.7385481366459627, 136.8006599378882, 138.5646350931677, 1.8565605590062113], [1.8565605590062113, 138.5646350931677, 138.5646350931677, 3.6205357142857144, 3.6205357142857144]], 'ys': [[2.457236842105254, 5.720394736842096, 137.8782894736842, 142.77302631578945], [142.77302631578945, 137.8782894736842, 278.1940789473684, 276.5625, 276.5625]]}",2,"(3600, 5400)",0,1,1087.49649,76.1545495
34,ms33-36_2021-04-14 16-58-15.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 134.88826650943395, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 137.5486438679245, 2.75619103773585]], 'ys': [[2.431071428571408, 2.431071428571408, 138.27107142857142, 138.27107142857142], [138.27107142857142, 138.27107142857142, 280.57964285714286, 280.57964285714286]]}",2,"(3600, 5400)",0.50416435,0.49694614,1006.02537,69.0818045
35,ms33-36_2021-04-14 16-58-15.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[0.9826061320754725, 137.5486438679245, 135.77505896226415, 0.9826061320754725], [0.9826061320754725, 135.77505896226415, 138.43543632075472, 2.75619103773585]], 'ys': [[2.457236842105254, 2.457236842105254, 139.50986842105263, 139.50986842105263], [139.50986842105263, 139.50986842105263, 276.5625, 274.93092105263156]]}",2,"(3600, 5400)",0,1,970.180025,63.8486361
36,ms33-36_2021-04-14 16-58-15.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[2.7213381901840523, 139.58023389570553, 139.58023389570553, 4.475939417177917], [4.475939417177917, 139.58023389570553, 138.7029332822086, 4.475939417177917]], 'ys': [[2.4639705882352794, 2.4639705882352794, 138.19338235294117, 134.92279411764704], [134.92279411764704, 138.19338235294117, 273.9227941176471, 275.5580882352941]]}",2,"(3600, 5400)",0.10272071,0.89783454,495.999543,31.4935342
5,ms5-8_2021-04-13 13-58-22.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[3.6429834905660385, 134.88826650943395, 136.66185141509433, 2.75619103773585], [2.75619103773585, 136.66185141509433, 136.66185141509433, 2.75619103773585]], 'ys': [[4.0383522727272405, 4.0383522727272405, 144.42471590909088, 141.19744318181816], [141.19744318181816, 144.42471590909088, 279.97017045454544, 279.97017045454544]]}",2,"(3600, 5400)",0.340366463,0.661299278,1459.412584,102.6102377
6,ms5-8_2021-04-13 13-58-22.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9667369631901872, 136.94833205521473, 137.82563266871165, 2.7213381901840523], [2.7213381901840523, 137.82563266871165, 137.82563266871165, 2.7213381901840523]], 'ys': [[2.424715909090877, 4.0383522727272405, 141.19744318181816, 141.19744318181816], [141.19744318181816, 141.19744318181816, 279.97017045454544, 278.35653409090907]]}",2,"(3600, 5400)",0.36535258,0.63520267,1589.57627,114.181394
7,ms5-8_2021-04-13 13-58-22.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[1.8565605590062113, 139.44662267080747, 135.91867236024845, 0.9745729813664598], [0.9745729813664598, 135.91867236024845, 137.68264751552795, 4.502523291925466]], 'ys': [[2.4440028901734, 2.4440028901734, 138.8833092485549, 140.5075867052023], [140.5075867052023, 138.8833092485549, 276.9468930635838, 275.3226156069364]]}",2,"(3600, 5400)",0.09383676,0.90671849,1276.78426,87.9199332
8,ms5-8_2021-04-13 13-58-22.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[0.9908439490445882, 137.42396496815286, 135.640525477707, 3.666003184713378, 3.666003184713378], [3.666003184713378, 135.640525477707, 135.640525477707, 3.666003184713378]], 'ys': [[2.457236842105254, 2.457236842105254, 137.8782894736842, 139.50986842105263, 139.50986842105263], [139.50986842105263, 137.8782894736842, 274.93092105263156, 274.93092105263156]]}",2,"(3600, 5400)",0,1,661.144514,43.5060097
9,ms9-12_2021-04-13 14-14-01.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[3.6429834905660385, 134.88826650943395, 136.66185141509433, 2.75619103773585], [2.75619103773585, 136.66185141509433, 136.66185141509433, 2.75619103773585]], 'ys': [[4.0383522727272405, 4.0383522727272405, 144.42471590909088, 141.19744318181816], [141.19744318181816, 144.42471590909088, 279.97017045454544, 279.97017045454544]]}",2,"(3600, 5400)",0.027207107,0.976679622,1231.353541,86.57557216
10,ms9-12_2021-04-13 14-14-01.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9667369631901872, 136.94833205521473, 137.82563266871165, 2.7213381901840523], [2.7213381901840523, 137.82563266871165, 137.82563266871165, 2.7213381901840523]], 'ys': [[2.424715909090877, 4.0383522727272405, 141.19744318181816, 141.19744318181816], [141.19744318181816, 141.19744318181816, 279.97017045454544, 278.35653409090907]]}",2,"(3600, 5400)",0.19433648,0.80566352,1507.81428,108.30832
11,ms9-12_2021-04-13 14-14-01.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[1.8565605590062113, 139.44662267080747, 135.91867236024845, 0.9745729813664598], [0.9745729813664598, 135.91867236024845, 137.68264751552795, 4.502523291925466]], 'ys': [[2.4440028901734, 2.4440028901734, 138.8833092485549, 140.5075867052023], [140.5075867052023, 138.8833092485549, 276.9468930635838, 275.3226156069364]]}",2,"(3600, 5400)",0.21321488,0.78789561,1415.4133,97.4659909
12,ms9-12_2021-04-13 14-14-01.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[0.9908439490445882, 137.42396496815286, 135.640525477707, 3.666003184713378, 3.666003184713378], [3.666003184713378, 135.640525477707, 135.640525477707, 3.666003184713378]], 'ys': [[2.457236842105254, 2.457236842105254, 137.8782894736842, 139.50986842105263, 139.50986842105263], [139.50986842105263, 137.8782894736842, 274.93092105263156, 274.93092105263156]]}",2,"(3600, 5400)",0.02387562,0.97779012,1005.16929,66.1442449
1,ms1-4_2021-04-13 13-42-00.mkv,1,99,TRUE,0.9,50,1950,"{'xs': [[3.6429834905660385, 134.88826650943395, 136.66185141509433, 2.75619103773585], [2.75619103773585, 136.66185141509433, 136.66185141509433, 2.75619103773585]], 'ys': [[4.0383522727272405, 4.0383522727272405, 144.42471590909088, 141.19744318181816], [141.19744318181816, 144.42471590909088, 279.97017045454544, 279.97017045454544]]}",3,"(5400, 7200)",0.364797335,0.640755136,1397.280871,98.24180212
2,ms1-4_2021-04-13 13-42-00.mkv,2,99,TRUE,0.9,50,1950,"{'xs': [[0.9667369631901872, 136.94833205521473, 137.82563266871165, 2.7213381901840523], [2.7213381901840523, 137.82563266871165, 137.82563266871165, 2.7213381901840523]], 'ys': [[2.424715909090877, 4.0383522727272405, 141.19744318181816, 141.19744318181816], [141.19744318181816, 141.19744318181816, 279.97017045454544, 278.35653409090907]]}",3,"(5400, 7200)",0.56912826,0.4375347,1381.60613,99.2426196
3,ms1-4_2021-04-13 13-42-00.mkv,3,99,TRUE,0.9,50,1950,"{'xs': [[1.8565605590062113, 139.44662267080747, 135.91867236024845, 0.9745729813664598], [0.9745729813664598, 135.91867236024845, 137.68264751552795, 4.502523291925466]], 'ys': [[2.4440028901734, 2.4440028901734, 138.8833092485549, 140.5075867052023], [140.5075867052023, 138.8833092485549, 276.9468930635838, 275.3226156069364]]}",3,"(5400, 7200)",0.29094947,0.71071627,1411.0064,97.1625294
4,ms1-4_2021-04-13 13-42-00.mkv,4,99,TRUE,0.9,50,1950,"{'xs': [[0.9908439490445882, 137.42396496815286, 135.640525477707, 3.666003184713378, 3.666003184713378], [3.666003184713378, 135.640525477707, 135.640525477707, 3.666003184713378]], 'ys': [[2.457236842105254, 2.457236842105254, 137.8782894736842, 139.50986842105263, 139.50986842105263], [139.50986842105263, 137.8782894736842, 274.93092105263156, 274.93092105263156]]}",3,"(5400, 7200)",0,1,834.26435,54.898002
