Animal,testnum,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,bin,range(f),DstFrmCnt_in,Distance_px,Distance_in
13,2,SEFL_10K6B_OF_13_2023-09-29 17-43-01.mkv,98,TRUE,0.2,25,900,0,"(0, 1800)",7.586028616,2944.126038,346.3098722
13,2,SEFL_10K6B_OF_13_2023-09-29 17-43-01.mkv,98,TRUE,0.2,25,900,1,"(1800, 3600)",7.62931517,1845.250789,217.0520408
13,2,SEFL_10K6B_OF_13_2023-09-29 17-43-01.mkv,98,TRUE,0.2,25,900,2,"(3600, 5400)",7.172599234,1477.743708,173.8231407
13,2,SEFL_10K6B_OF_13_2023-09-29 17-43-01.mkv,98,TRUE,0.2,25,900,3,"(5400, 7200)",7.545153727,1466.926528,172.550744
13,2,SEFL_10K6B_OF_13_2023-09-29 17-43-01.mkv,98,TRUE,0.2,25,900,4,"(7200, 9000)",7.528380766,1261.341863,148.3683558
13,5,SEFL_10K6b_OF5_13_2023-10-04 13-16-18.mkv,98,TRUE,0.2,25,900,0,"(0, 1800)",8.042813273,1724.74712,200.0439232
13,5,SEFL_10K6b_OF5_13_2023-10-04 13-16-18.mkv,98,TRUE,0.2,25,900,1,"(1800, 3600)",7.983259796,1152.19822,133.6371283
13,5,SEFL_10K6b_OF5_13_2023-10-04 13-16-18.mkv,98,TRUE,0.2,25,900,2,"(3600, 5400)",7.835242373,604.7875302,70.14597609
13,5,SEFL_10K6b_OF5_13_2023-10-04 13-16-18.mkv,98,TRUE,0.2,25,900,3,"(5400, 7200)",7.367374635,1022.403555,118.5829597
13,5,SEFL_10K6b_OF5_13_2023-10-04 13-16-18.mkv,98,TRUE,0.2,25,900,4,"(7200, 9000)",7.676836113,1147.556801,133.0987958
14,3,SEFL_10K6B_OF_14_2023-10-01 14-47-51.mkv,98,TRUE,0.2,25,900,0,"(0, 1800)",7.705957926,3339.772789,397.0943867
14,3,SEFL_10K6B_OF_14_2023-10-01 14-47-51.mkv,98,TRUE,0.2,25,900,1,"(1800, 3600)",7.680514634,1931.393592,229.6400391
14,3,SEFL_10K6B_OF_14_2023-10-01 14-47-51.mkv,98,TRUE,0.2,25,900,2,"(3600, 5400)",7.218985557,2135.132031,253.864259
14,3,SEFL_10K6B_OF_14_2023-10-01 14-47-51.mkv,98,TRUE,0.2,25,900,3,"(5400, 7200)",7.751072178,1547.011953,183.9375915
14,3,SEFL_10K6B_OF_14_2023-10-01 14-47-51.mkv,98,TRUE,0.2,25,900,4,"(7200, 9000)",7.677241513,1603.184333,190.6164101
14,6,SEFL_10K6b_OF6_14_2023-10-06 12-15-06.mkv,98,TRUE,0.2,25,900,0,"(0, 1800)",8.264881152,1479.873682,175.4039248
14,6,SEFL_10K6b_OF6_14_2023-10-06 12-15-06.mkv,98,TRUE,0.2,25,900,1,"(1800, 3600)",7.634519957,1124.811213,133.3196906
14,6,SEFL_10K6b_OF6_14_2023-10-06 12-15-06.mkv,98,TRUE,0.2,25,900,2,"(3600, 5400)",7.753858161,887.1296941,105.148184
14,6,SEFL_10K6b_OF6_14_2023-10-06 12-15-06.mkv,98,TRUE,0.2,25,900,3,"(5400, 7200)",7.952535838,1109.434329,131.4971258
14,6,SEFL_10K6b_OF6_14_2023-10-06 12-15-06.mkv,98,TRUE,0.2,25,900,4,"(7200, 9000)",7.644323663,1262.745478,149.6685261
15,3,SEFL_10K6B_OF_15_2023-10-01 14-55-45.mkv,98,TRUE,0.2,25,900,0,"(0, 1800)",8.068078153,2183.418988,259.6055117
