Animal,testnum,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,ROI_location,ROI_transition,bin,range(f),light,dark,Distance_px,Distance_in
3,1,SEFL_10K6b_LD1_01_02_03_04_2023-09-27 13-10-25.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.60144927536232, 102.62318840579711, 103.39855072463769, 3.3768115942029], [3.3768115942029, 103.39855072463769, 102.62318840579711, 1.8260869565217406]], 'ys': [[2.650100114416483, 2.1535326086956594, 108.91554633867277, 108.41897883295195], [108.41897883295195, 108.91554633867277, 215.67756006864988, 214.1878575514874]]}",dark,FALSE,0,"(0, 1800)",0.091060522,0.930038867,1017.756354,102.4305507
3,1,SEFL_10K6b_LD1_01_02_03_04_2023-09-27 13-10-25.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.60144927536232, 102.62318840579711, 103.39855072463769, 3.3768115942029], [3.3768115942029, 103.39855072463769, 102.62318840579711, 1.8260869565217406]], 'ys': [[2.650100114416483, 2.1535326086956594, 108.91554633867277, 108.41897883295195], [108.41897883295195, 108.91554633867277, 215.67756006864988, 214.1878575514874]]}",dark,FALSE,1,"(1800, 3600)",0.138811771,0.861188229,742.489706,74.72675479
3,1,SEFL_10K6b_LD1_01_02_03_04_2023-09-27 13-10-25.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.60144927536232, 102.62318840579711, 103.39855072463769, 3.3768115942029], [3.3768115942029, 103.39855072463769, 102.62318840579711, 1.8260869565217406]], 'ys': [[2.650100114416483, 2.1535326086956594, 108.91554633867277, 108.41897883295195], [108.41897883295195, 108.91554633867277, 215.67756006864988, 214.1878575514874]]}",dark,FALSE,2,"(3600, 5400)",0.327040533,0.673514714,837.7102207,84.31007964
3,1,SEFL_10K6b_LD1_01_02_03_04_2023-09-27 13-10-25.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.60144927536232, 102.62318840579711, 103.39855072463769, 3.3768115942029], [3.3768115942029, 103.39855072463769, 102.62318840579711, 1.8260869565217406]], 'ys': [[2.650100114416483, 2.1535326086956594, 108.91554633867277, 108.41897883295195], [108.41897883295195, 108.91554633867277, 215.67756006864988, 214.1878575514874]]}",dark,FALSE,3,"(5400, 7200)",0.218767351,0.785119378,893.585715,89.93358436
3,1,SEFL_10K6b_LD1_01_02_03_04_2023-09-27 13-10-25.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.60144927536232, 102.62318840579711, 103.39855072463769, 3.3768115942029], [3.3768115942029, 103.39855072463769, 102.62318840579711, 1.8260869565217406]], 'ys': [[2.650100114416483, 2.1535326086956594, 108.91554633867277, 108.41897883295195], [108.41897883295195, 108.91554633867277, 215.67756006864988, 214.1878575514874]]}",dark,FALSE,4,"(7200, 9000)",0.209883398,0.79233759,678.4528718,68.28186435
3,4,SEFL_10K6b_LD4_01_02_03_2023-10-02 12-29-16.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.240331491712709, 121.44475138121547, 115.96408839779006, 0.8701657458563556], [0.8701657458563556, 115.96408839779006, 115.96408839779006, 3.6104972375690627]], 'ys': [[2.912500000000018, 1.4725000000000181, 128.6725, 125.31250000000001], [125.31250000000001, 128.6725, 249.1525, 250.1125]]}",light,FALSE,0,"(0, 1800)",0.40755136,0.597445863,1839.875214,159.5322279
3,4,SEFL_10K6b_LD4_01_02_03_2023-10-02 12-29-16.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.240331491712709, 121.44475138121547, 115.96408839779006, 0.8701657458563556], [0.8701657458563556, 115.96408839779006, 115.96408839779006, 3.6104972375690627]], 'ys': [[2.912500000000018, 1.4725000000000181, 128.6725, 125.31250000000001], [125.31250000000001, 128.6725, 249.1525, 250.1125]]}",light,FALSE,1,"(1800, 3600)",0.308162132,0.701277068,1350.550107,117.1037393
3,4,SEFL_10K6b_LD4_01_02_03_2023-10-02 12-29-16.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.240331491712709, 121.44475138121547, 115.96408839779006, 0.8701657458563556], [0.8701657458563556, 115.96408839779006, 115.96408839779006, 3.6104972375690627]], 'ys': [[2.912500000000018, 1.4725000000000181, 128.6725, 125.31250000000001], [125.31250000000001, 128.6725, 249.1525, 250.1125]]}",light,FALSE,2,"(3600, 5400)",0.207107163,0.817878956,1205.093219,104.4914376
3,4,SEFL_10K6b_LD4_01_02_03_2023-10-02 12-29-16.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.240331491712709, 121.44475138121547, 115.96408839779006, 0.8701657458563556], [0.8701657458563556, 115.96408839779006, 115.96408839779006, 3.6104972375690627]], 'ys': [[2.912500000000018, 1.4725000000000181, 128.6725, 125.31250000000001], [125.31250000000001, 128.6725, 249.1525, 250.1125]]}",light,FALSE,3,"(5400, 7200)",0.185452526,0.817878956,970.4443123,84.14545837
3,4,SEFL_10K6b_LD4_01_02_03_2023-10-02 12-29-16.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.240331491712709, 121.44475138121547, 115.96408839779006, 0.8701657458563556], [0.8701657458563556, 115.96408839779006, 115.96408839779006, 3.6104972375690627]], 'ys': [[2.912500000000018, 1.4725000000000181, 128.6725, 125.31250000000001], [125.31250000000001, 128.6725, 249.1525, 250.1125]]}",light,FALSE,4,"(7200, 9000)",0.273888889,0.727222222,1039.298903,90.11571447
4,1,SEFL_10K6b_LD1_01_02_03_04_2023-09-27 13-10-25.mkv,98,TRUE,0.5,50,1800,"{'xs': [[4.8356643356643385, 105.45104895104896, 104.68881118881119, 1.786713286713289], [1.786713286713289, 104.68881118881119, 106.97552447552448, 2.5489510489510514]], 'ys': [[0.669117647058816, 0.669117647058816, 105.42205882352941, 104.92323529411765], [104.92323529411765, 105.42205882352941, 210.67382352941178, 210.175]]}",dark,FALSE,0,"(0, 1800)",0.365352582,0.64186563,1382.589571,138.6897622
4,1,SEFL_10K6b_LD1_01_02_03_04_2023-09-27 13-10-25.mkv,98,TRUE,0.5,50,1800,"{'xs': [[4.8356643356643385, 105.45104895104896, 104.68881118881119, 1.786713286713289], [1.786713286713289, 104.68881118881119, 106.97552447552448, 2.5489510489510514]], 'ys': [[0.669117647058816, 0.669117647058816, 105.42205882352941, 104.92323529411765], [104.92323529411765, 105.42205882352941, 210.67382352941178, 210.175]]}",dark,FALSE,1,"(1800, 3600)",0.20377568,0.798445308,1247.486563,125.1373642
4,1,SEFL_10K6b_LD1_01_02_03_04_2023-09-27 13-10-25.mkv,98,TRUE,0.5,50,1800,"{'xs': [[4.8356643356643385, 105.45104895104896, 104.68881118881119, 1.786713286713289], [1.786713286713289, 104.68881118881119, 106.97552447552448, 2.5489510489510514]], 'ys': [[0.669117647058816, 0.669117647058816, 105.42205882352941, 104.92323529411765], [104.92323529411765, 105.42205882352941, 210.67382352941178, 210.175]]}",dark,FALSE,2,"(3600, 5400)",0.312604109,0.691837868,1207.924202,121.1688008
4,1,SEFL_10K6b_LD1_01_02_03_04_2023-09-27 13-10-25.mkv,98,TRUE,0.5,50,1800,"{'xs': [[4.8356643356643385, 105.45104895104896, 104.68881118881119, 1.786713286713289], [1.786713286713289, 104.68881118881119, 106.97552447552448, 2.5489510489510514]], 'ys': [[0.669117647058816, 0.669117647058816, 105.42205882352941, 104.92323529411765], [104.92323529411765, 105.42205882352941, 210.67382352941178, 210.175]]}",dark,FALSE,3,"(5400, 7200)",0.1143809,0.8856191,848.0564963,85.06989801
4,1,SEFL_10K6b_LD1_01_02_03_04_2023-09-27 13-10-25.mkv,98,TRUE,0.5,50,1800,"{'xs': [[4.8356643356643385, 105.45104895104896, 104.68881118881119, 1.786713286713289], [1.786713286713289, 104.68881118881119, 106.97552447552448, 2.5489510489510514]], 'ys': [[0.669117647058816, 0.669117647058816, 105.42205882352941, 104.92323529411765], [104.92323529411765, 105.42205882352941, 210.67382352941178, 210.175]]}",dark,FALSE,4,"(7200, 9000)",0.180455303,0.821765686,868.5745152,87.12809316
4,4,SEFL_10K6b_LD4_04_05_06_2023-10-02 12-42-21.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.915300546448088, 123.13387978142077, 118.35245901639344, 3.5983606557377055], [3.5983606557377055, 118.35245901639344, 118.35245901639344, 2.2322404371584703]], 'ys': [[4.105997415413553, 2.6680274906015224, 131.60599741541355, 129.20938087406017], [129.20938087406017, 131.60599741541355, 251.43682448308272, 250.47817786654136]]}",light,FALSE,0,"(0, 1800)",0.032204331,0.967795669,801.7120093,69.29567745
4,4,SEFL_10K6b_LD4_04_05_06_2023-10-02 12-42-21.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.915300546448088, 123.13387978142077, 118.35245901639344, 3.5983606557377055], [3.5983606557377055, 118.35245901639344, 118.35245901639344, 2.2322404371584703]], 'ys': [[4.105997415413553, 2.6680274906015224, 131.60599741541355, 129.20938087406017], [129.20938087406017, 131.60599741541355, 251.43682448308272, 250.47817786654136]]}",light,FALSE,1,"(1800, 3600)",0.147140478,0.858411993,855.8221957,73.97267116
4,4,SEFL_10K6b_LD4_04_05_06_2023-10-02 12-42-21.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.915300546448088, 123.13387978142077, 118.35245901639344, 3.5983606557377055], [3.5983606557377055, 118.35245901639344, 118.35245901639344, 2.2322404371584703]], 'ys': [[4.105997415413553, 2.6680274906015224, 131.60599741541355, 129.20938087406017], [129.20938087406017, 131.60599741541355, 251.43682448308272, 250.47817786654136]]}",light,FALSE,2,"(3600, 5400)",0,1,469.261267,40.56042197
4,4,SEFL_10K6b_LD4_04_05_06_2023-10-02 12-42-21.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.915300546448088, 123.13387978142077, 118.35245901639344, 3.5983606557377055], [3.5983606557377055, 118.35245901639344, 118.35245901639344, 2.2322404371584703]], 'ys': [[4.105997415413553, 2.6680274906015224, 131.60599741541355, 129.20938087406017], [129.20938087406017, 131.60599741541355, 251.43682448308272, 250.47817786654136]]}",light,FALSE,3,"(5400, 7200)",0,1,620.6879354,53.64892938
4,4,SEFL_10K6b_LD4_04_05_06_2023-10-02 12-42-21.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.915300546448088, 123.13387978142077, 118.35245901639344, 3.5983606557377055], [3.5983606557377055, 118.35245901639344, 118.35245901639344, 2.2322404371584703]], 'ys': [[4.105997415413553, 2.6680274906015224, 131.60599741541355, 129.20938087406017], [129.20938087406017, 131.60599741541355, 251.43682448308272, 250.47817786654136]]}",light,FALSE,4,"(7200, 9000)",0.298333333,0.703333333,1112.11066,96.12486866
5,1,SEFL_10K6b_LD1_05_06_07_08_2023-09-27 13-19-49.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.0507246376811608, 101.84782608695653, 101.84782608695653, 0.275362318840581], [0.275362318840581, 101.84782608695653, 103.39855072463769, 1.8260869565217406]], 'ys': [[1.666788641686179, 1.1679596018735328, 109.91269028103045, 107.91737412177986], [107.91737412177986, 109.91269028103045, 211.6738144028103, 212.17264344262296]]}",light,FALSE,0,"(0, 1800)",0.417545808,0.590227651,1484.884641,147.9484522
5,1,SEFL_10K6b_LD1_05_06_07_08_2023-09-27 13-19-49.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.0507246376811608, 101.84782608695653, 101.84782608695653, 0.275362318840581], [0.275362318840581, 101.84782608695653, 103.39855072463769, 1.8260869565217406]], 'ys': [[1.666788641686179, 1.1679596018735328, 109.91269028103045, 107.91737412177986], [107.91737412177986, 109.91269028103045, 211.6738144028103, 212.17264344262296]]}",light,FALSE,1,"(1800, 3600)",0.149361466,0.850638534,1257.808071,125.3233767
5,1,SEFL_10K6b_LD1_05_06_07_08_2023-09-27 13-19-49.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.0507246376811608, 101.84782608695653, 101.84782608695653, 0.275362318840581], [0.275362318840581, 101.84782608695653, 103.39855072463769, 1.8260869565217406]], 'ys': [[1.666788641686179, 1.1679596018735328, 109.91269028103045, 107.91737412177986], [107.91737412177986, 109.91269028103045, 211.6738144028103, 212.17264344262296]]}",light,FALSE,2,"(3600, 5400)",0.111604664,0.890616324,982.79761,97.92234444
5,1,SEFL_10K6b_LD1_05_06_07_08_2023-09-27 13-19-49.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.0507246376811608, 101.84782608695653, 101.84782608695653, 0.275362318840581], [0.275362318840581, 101.84782608695653, 103.39855072463769, 1.8260869565217406]], 'ys': [[1.666788641686179, 1.1679596018735328, 109.91269028103045, 107.91737412177986], [107.91737412177986, 109.91269028103045, 211.6738144028103, 212.17264344262296]]}",light,FALSE,3,"(5400, 7200)",0.272071072,0.732370905,987.1169455,98.35270717
5,1,SEFL_10K6b_LD1_05_06_07_08_2023-09-27 13-19-49.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.0507246376811608, 101.84782608695653, 101.84782608695653, 0.275362318840581], [0.275362318840581, 101.84782608695653, 103.39855072463769, 1.8260869565217406]], 'ys': [[1.666788641686179, 1.1679596018735328, 109.91269028103045, 107.91737412177986], [107.91737412177986, 109.91269028103045, 211.6738144028103, 212.17264344262296]]}",light,FALSE,4,"(7200, 9000)",0.311493615,0.688506385,1024.097387,102.0373025
5,4,SEFL_10K6b_LD4_04_05_06_2023-10-02 12-42-21.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.5982658959537595, 119.10115606936417, 118.40173410404624, 2.2976878612716787], [2.2976878612716787, 118.40173410404624, 117.70231213872832, 0.8988439306358402]], 'ys': [[2.9130396110056753, 2.4329637096774017, 128.212849857685, 128.69292575901326], [128.69292575901326, 128.212849857685, 250.63220469639467, 251.11228059772296]]}",dark,FALSE,0,"(0, 1800)",0.116046641,0.88950583,937.6414052,80.87734635
5,4,SEFL_10K6b_LD4_04_05_06_2023-10-02 12-42-21.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.5982658959537595, 119.10115606936417, 118.40173410404624, 2.2976878612716787], [2.2976878612716787, 118.40173410404624, 117.70231213872832, 0.8988439306358402]], 'ys': [[2.9130396110056753, 2.4329637096774017, 128.212849857685, 128.69292575901326], [128.69292575901326, 128.212849857685, 250.63220469639467, 251.11228059772296]]}",dark,FALSE,1,"(1800, 3600)",0,1,975.4227666,84.13622147
5,4,SEFL_10K6b_LD4_04_05_06_2023-10-02 12-42-21.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.5982658959537595, 119.10115606936417, 118.40173410404624, 2.2976878612716787], [2.2976878612716787, 118.40173410404624, 117.70231213872832, 0.8988439306358402]], 'ys': [[2.9130396110056753, 2.4329637096774017, 128.212849857685, 128.69292575901326], [128.69292575901326, 128.212849857685, 250.63220469639467, 251.11228059772296]]}",dark,FALSE,2,"(3600, 5400)",0.202109939,0.797890061,958.4167311,82.66934616
5,4,SEFL_10K6b_LD4_04_05_06_2023-10-02 12-42-21.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.5982658959537595, 119.10115606936417, 118.40173410404624, 2.2976878612716787], [2.2976878612716787, 118.40173410404624, 117.70231213872832, 0.8988439306358402]], 'ys': [[2.9130396110056753, 2.4329637096774017, 128.212849857685, 128.69292575901326], [128.69292575901326, 128.212849857685, 250.63220469639467, 251.11228059772296]]}",dark,FALSE,3,"(5400, 7200)",0,1,733.0245328,63.22788082
5,4,SEFL_10K6b_LD4_04_05_06_2023-10-02 12-42-21.mkv,98,TRUE,0.5,50,1800,"{'xs': [[1.5982658959537595, 119.10115606936417, 118.40173410404624, 2.2976878612716787], [2.2976878612716787, 118.40173410404624, 117.70231213872832, 0.8988439306358402]], 'ys': [[2.9130396110056753, 2.4329637096774017, 128.212849857685, 128.69292575901326], [128.69292575901326, 128.212849857685, 250.63220469639467, 251.11228059772296]]}",dark,FALSE,4,"(7200, 9000)",0.423333333,0.579444444,1342.247652,115.7771272
6,1,SEFL_10K6b_LD1_05_06_07_08_2023-09-27 13-19-49.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.60144927536232, 104.94927536231884, 102.62318840579711, 4.927536231884059], [4.927536231884059, 1.8260869565217406, 103.39855072463769, 102.62318840579711]], 'ys': [[1.1603448275862007, 1.6568965517241316, 109.9051724137931, 108.91206896551724], [108.91206896551724, 212.69137931034481, 214.18103448275863, 109.9051724137931]]}",light,FALSE,0,"(0, 1800)",0.360355358,0.641310383,1660.218035,166.1692787
6,1,SEFL_10K6b_LD1_05_06_07_08_2023-09-27 13-19-49.mkv,98,TRUE,0.5,50,1800,"{'xs': [[2.60144927536232, 104.94927536231884, 102.62318840579711, 4.927536231884059], [4.927536231884059, 1.8260869565217406, 103.39855072463769, 102.62318840579711]], 'ys': [[1.1603448275862007, 1.6568965517241316, 109.9051724137931, 108.91206896551724], [108.91206896551724, 212.69137931034481, 214.18103448275863, 109.9051724137931]]}",light,FALSE,1,"(1800, 3600)",0.432537479,0.573014992,1270.783368,127.191219
