Region,Cell,HM4D,SpikeT_ms_chunked,SpikeT_sec_chunked,RecordChunk,SpikeT_sec
BLA,231107_cell3,pos,1179125.25,1179.12525,1,2979.12525
BLA,231107_cell3,pos,1179746.25,1179.74625,1,2979.74625
BLA,231107_cell3,pos,1183471.125,1183.471125,1,2983.471125
BLA,231107_cell3,pos,1189051,1189.051,1,2989.051
BLA,231107_cell3,pos,1189668.25,1189.66825,1,2989.66825
BLA,231107_cell3,pos,1191094.875,1191.094875,1,2991.094875
BLA,231107_cell3,pos,1193388.875,1193.388875,1,2993.388875
BLA,231107_cell3,pos,1194020.5,1194.0205,1,2994.0205
BLA,231107_cell3,pos,1194638.5,1194.6385,1,2994.6385
BLA,231107_cell3,pos,1195873.125,1195.873125,1,2995.873125
BLA,231107_cell3,pos,1198356.875,1198.356875,1,2998.356875
BLA,231107_cell3,pos,1198977.625,1198.977625,1,2998.977625
BLA,231107_cell3,pos,1199595.25,1199.59525,1,2999.59525
BLA,231107_cell3,pos,1208897.5,1208.8975,1,3008.8975
BLA,231107_cell3,pos,1213239.25,1213.23925,1,3013.23925
BLA,231107_cell3,pos,1213852.25,1213.85225,1,3013.85225
BLA,231107_cell3,pos,1214476.5,1214.4765,1,3014.4765
BLA,231107_cell3,pos,1218206.5,1218.2065,1,3018.2065
BLA,231107_cell3,pos,1219438.75,1219.43875,1,3019.43875
BLA,231107_cell3,pos,1223166.125,1223.166125,1,3023.166125
BLA,231107_cell3,pos,1224400.25,1224.40025,1,3024.40025
BLA,231107_cell3,pos,1227506.375,1227.506375,1,3027.506375
BLA,231107_cell3,pos,1228124.75,1228.12475,1,3028.12475
BLA,231107_cell3,pos,1231228.75,1231.22875,1,3031.22875
BLA,231107_cell3,pos,1233710,1233.71,1,3033.71
BLA,231107_cell3,pos,1238669,1238.669,1,3038.669
BLA,231107_cell3,pos,1243629.5,1243.6295,1,3043.6295
BLA,231107_cell3,pos,1244256,1244.256,1,3044.256
BLA,231107_cell3,pos,1247109.5,1247.1095,1,3047.1095
BLA,231107_cell3,pos,1247984.625,1247.984625,1,3047.984625
BLA,231107_cell3,pos,1248589.75,1248.58975,1,3048.58975
BLA,231107_cell3,pos,1249211.5,1249.2115,1,3049.2115
BLA,231107_cell3,pos,1250448.875,1250.448875,1,3050.448875
BLA,231107_cell3,pos,1250637.75,1250.63775,1,3050.63775
BLA,231107_cell3,pos,1252931.75,1252.93175,1,3052.93175
BLA,231107_cell3,pos,1253550.5,1253.5505,1,3053.5505
BLA,231107_cell3,pos,1254331.375,1254.331375,1,3054.331375
BLA,231107_cell3,pos,1255409.25,1255.40925,1,3055.40925
BLA,231107_cell3,pos,1257273.25,1257.27325,1,3057.27325
BLA,231107_cell3,pos,1257897.375,1257.897375,1,3057.897375
BLA,231107_cell3,pos,1264097.625,1264.097625,1,3064.097625
BLA,231107_cell3,pos,1265337.125,1265.337125,1,3065.337125
BLA,231107_cell3,pos,1267817.25,1267.81725,1,3067.81725
BLA,231107_cell3,pos,1268449.25,1268.44925,1,3068.44925
BLA,231107_cell3,pos,1275257.625,1275.257625,1,3075.257625
BLA,231107_cell3,pos,1278974.125,1278.974125,1,3078.974125
BLA,231107_cell3,pos,1280211.5,1280.2115,1,3080.2115
BLA,231107_cell3,pos,1283320.75,1283.32075,1,3083.32075
BLA,231107_cell3,pos,1287664.875,1287.664875,1,3087.664875
BLA,231107_cell3,pos,1288286.75,1288.28675,1,3088.28675
BLA,231107_cell3,pos,1288901.75,1288.90175,1,3088.90175
BLA,231107_cell3,pos,1290144.875,1290.144875,1,3090.144875
BLA,231107_cell3,pos,1292003.25,1292.00325,1,3092.00325
BLA,231107_cell3,pos,1293869,1293.869,1,3093.869
BLA,231107_cell3,pos,1298213.75,1298.21375,1,3098.21375
BLA,231107_cell3,pos,1298827.125,1298.827125,1,3098.827125
BLA,231107_cell3,pos,1300068.75,1300.06875,1,3100.06875
BLA,231107_cell3,pos,1301315.625,1301.315625,1,3101.315625
BLA,231107_cell3,pos,1302552.75,1302.55275,1,3102.55275
BLA,231107_cell3,pos,1303168.25,1303.16825,1,3103.16825
BLA,231107_cell3,pos,1303795,1303.795,1,3103.795
BLA,231107_cell3,pos,1308750.75,1308.75075,1,3108.75075
BLA,231107_cell3,pos,1313093.125,1313.093125,1,3113.093125
BLA,231107_cell3,pos,1313691.625,1313.691625,1,3113.691625
BLA,231107_cell3,pos,1317435.5,1317.4355,1,3117.4355
BLA,231107_cell3,pos,1318054.125,1318.054125,1,3118.054125
BLA,231107_cell3,pos,1318673.375,1318.673375,1,3118.673375
BLA,231107_cell3,pos,1323017.75,1323.01775,1,3123.01775
BLA,231107_cell3,pos,1323199.875,1323.199875,1,3123.199875
BLA,231107_cell3,pos,1323640.5,1323.6405,1,3123.6405
BLA,231107_cell3,pos,1327357.75,1327.35775,1,3127.35775
BLA,231107_cell3,pos,1327984,1327.984,1,3127.984
BLA,231107_cell3,pos,1332936,1332.936,1,3132.936
BLA,231107_cell3,pos,1337899.25,1337.89925,1,3137.89925
BLA,231107_cell3,pos,1343482.125,1343.482125,1,3143.482125
BLA,231107_cell3,pos,1344284,1344.284,1,3144.284
BLA,231107_cell3,pos,1345341.375,1345.341375,1,3145.341375
BLA,231107_cell3,pos,1347824,1347.824,1,3147.824
BLA,231107_cell3,pos,1352768.125,1352.768125,1,3152.768125
BLA,231107_cell3,pos,1353402.375,1353.402375,1,3153.402375
BLA,231107_cell3,pos,1357741.5,1357.7415,1,3157.7415
BLA,231107_cell3,pos,1357933.5,1357.9335,1,3157.9335
BLA,231107_cell3,pos,1358367.75,1358.36775,1,3158.36775
BLA,231107_cell3,pos,1359616.25,1359.61625,1,3159.61625
BLA,231107_cell3,pos,1362089.25,1362.08925,1,3162.08925
BLA,231107_cell3,pos,1362712.25,1362.71225,1,3162.71225
BLA,231107_cell3,pos,1363328.375,1363.328375,1,3163.328375
BLA,231107_cell3,pos,1364568.75,1364.56875,1,3164.56875
BLA,231107_cell3,pos,1365813.125,1365.813125,1,3165.813125
BLA,231107_cell3,pos,1367676.5,1367.6765,1,3167.6765
BLA,231107_cell3,pos,1367855.5,1367.8555,1,3167.8555
BLA,231107_cell3,pos,1373432.625,1373.432625,1,3173.432625
BLA,231107_cell3,pos,1374669.75,1374.66975,1,3174.66975
BLA,231107_cell3,pos,1376354,1376.354,1,3176.354
BLA,231107_cell3,pos,1377581.625,1377.581625,1,3177.581625
BLA,231107_cell3,pos,1379446.25,1379.44625,1,3179.44625
BLA,231107_cell3,pos,1380696.625,1380.696625,1,3180.696625
BLA,231107_cell3,pos,1382554.875,1382.554875,1,3182.554875
BLA,231107_cell3,pos,1388134.25,1388.13425,1,3188.13425
BLA,231107_cell3,pos,1389386.625,1389.386625,1,3189.386625
BLA,231107_cell3,pos,1391859.375,1391.859375,1,3191.859375
BLA,231107_cell3,pos,1393070.625,1393.070625,1,3193.070625
BLA,231107_cell3,pos,1398054.75,1398.05475,1,3198.05475
BLA,231107_cell3,pos,1399301.875,1399.301875,1,3199.301875
BLA,231107_cell3,pos,1400540.5,1400.5405,1,3200.5405
BLA,231107_cell3,pos,1401786.625,1401.786625,1,3201.786625
BLA,231107_cell3,pos,1402401.25,1402.40125,1,3202.40125
BLA,231107_cell3,pos,1407367.875,1407.367875,1,3207.367875
BLA,231107_cell3,pos,1412325.75,1412.32575,1,3212.32575
BLA,231107_cell3,pos,1417286.875,1417.286875,1,3217.286875
BLA,231107_cell3,pos,1418524.5,1418.5245,1,3218.5245
BLA,231107_cell3,pos,1429062.625,1429.062625,1,3229.062625
BLA,231107_cell3,pos,1430311,1430.311,1,3230.311
BLA,231107_cell3,pos,1431510.75,1431.51075,1,3231.51075
BLA,231107_cell3,pos,1432169.5,1432.1695,1,3232.1695
BLA,231107_cell3,pos,1437137.25,1437.13725,1,3237.13725
BLA,231107_cell3,pos,1437751.125,1437.751125,1,3237.751125
BLA,231107_cell3,pos,1447055.75,1447.05575,1,3247.05575
BLA,231107_cell3,pos,1449534.75,1449.53475,1,3249.53475
BLA,231107_cell3,pos,1450782.5,1450.7825,1,3250.7825
BLA,231107_cell3,pos,1452016,1452.016,1,3252.016
BLA,231107_cell3,pos,1452636.75,1452.63675,1,3252.63675
BLA,231107_cell3,pos,1453877,1453.877,1,3253.877
BLA,231107_cell3,pos,1456354.125,1456.354125,1,3256.354125
BLA,231107_cell3,pos,1456979.25,1456.97925,1,3256.97925
BLA,231107_cell3,pos,1457594.75,1457.59475,1,3257.59475
BLA,231107_cell3,pos,1459456.25,1459.45625,1,3259.45625
BLA,231107_cell3,pos,1462559.625,1462.559625,1,3262.559625
BLA,231107_cell3,pos,1466270.25,1466.27025,1,3266.27025
BLA,231107_cell3,pos,1466905.25,1466.90525,1,3266.90525
BLA,231107_cell3,pos,1467522,1467.522,1,3267.522
BLA,231107_cell3,pos,1471879.875,1471.879875,1,3271.879875
BLA,231107_cell3,pos,1472561.125,1472.561125,1,3272.561125
BLA,231107_cell3,pos,1473739.25,1473.73925,1,3273.73925
BLA,231107_cell3,pos,1474966.375,1474.966375,1,3274.966375
BLA,231107_cell3,pos,1476825.5,1476.8255,1,3276.8255
BLA,231107_cell3,pos,1477451.25,1477.45125,1,3277.45125
BLA,231107_cell3,pos,1478270,1478.27,1,3278.27
BLA,231107_cell3,pos,1478683,1478.683,1,3278.683
BLA,231107_cell3,pos,1481788.25,1481.78825,1,3281.78825
BLA,231107_cell3,pos,1481976.875,1481.976875,1,3281.976875
BLA,231107_cell3,pos,1486746.375,1486.746375,1,3286.746375
BLA,231107_cell3,pos,1490467.75,1490.46775,1,3290.46775
BLA,231107_cell3,pos,1491096,1491.096,1,3291.096
BLA,231107_cell3,pos,1505964.375,1505.964375,1,3305.964375
BLA,231107_cell3,pos,1509691.5,1509.6915,1,3309.6915
BLA,231107_cell3,pos,1510922.375,1510.922375,1,3310.922375
BLA,231107_cell3,pos,1511554.375,1511.554375,1,3311.554375
BLA,231107_cell3,pos,1512152,1512.152,1,3312.152
BLA,231107_cell3,pos,1514224.625,1514.224625,1,3314.224625
BLA,231107_cell3,pos,1514655.75,1514.65575,1,3314.65575
BLA,231107_cell3,pos,1514840.125,1514.840125,1,3314.840125
BLA,231107_cell3,pos,1515901.375,1515.901375,1,3315.901375
BLA,231107_cell3,pos,1516519.75,1516.51975,1,3316.51975
BLA,231107_cell3,pos,1517136.875,1517.136875,1,3317.136875
BLA,231107_cell3,pos,1521480,1521.48,1,3321.48
BLA,231107_cell3,pos,1523957,1523.957,1,3323.957
BLA,231107_cell3,pos,1525203.25,1525.20325,1,3325.20325
BLA,231107_cell3,pos,1525362.25,1525.36225,1,3325.36225
BLA,231107_cell3,pos,1525788.75,1525.78875,1,3325.78875
BLA,231107_cell3,pos,1526415,1526.415,1,3326.415
BLA,231107_cell3,pos,1526699.75,1526.69975,1,3326.69975
BLA,231107_cell3,pos,1528301,1528.301,1,3328.301
BLA,231107_cell3,pos,1532018.875,1532.018875,1,3332.018875
BLA,231107_cell3,pos,1536959,1536.959,1,3336.959
BLA,231107_cell3,pos,1537164.625,1537.164625,1,3337.164625
BLA,231107_cell3,pos,1540709.25,1540.70925,1,3340.70925
BLA,231107_cell3,pos,1540896.25,1540.89625,1,3340.89625
BLA,231107_cell3,pos,1541329.75,1541.32975,1,3341.32975
BLA,231107_cell3,pos,1541948.875,1541.948875,1,3341.948875
BLA,231107_cell3,pos,1543187.125,1543.187125,1,3343.187125
BLA,231107_cell3,pos,1545668.75,1545.66875,1,3345.66875
BLA,231107_cell3,pos,1546291,1546.291,1,3346.291
BLA,231107_cell3,pos,1546878,1546.878,1,3346.878
BLA,231107_cell3,pos,1548152.75,1548.15275,1,3348.15275
BLA,231107_cell3,pos,1551248.75,1551.24875,1,3351.24875
BLA,231107_cell3,pos,1553108,1553.108,1,3353.108
BLA,231107_cell3,pos,1553753.25,1553.75325,1,3353.75325
BLA,231107_cell3,pos,1555592.75,1555.59275,1,3355.59275
BLA,231107_cell3,pos,1556826,1556.826,1,3356.826
BLA,231107_cell3,pos,1558069.875,1558.069875,1,3358.069875
BLA,231107_cell3,pos,1559933.5,1559.9335,1,3359.9335
BLA,231107_cell3,pos,1560552,1560.552,1,3360.552
BLA,231107_cell3,pos,1560708.875,1560.708875,1,3360.708875
BLA,231107_cell3,pos,1561792.375,1561.792375,1,3361.792375
BLA,231107_cell3,pos,1564455.75,1564.45575,1,3364.45575
BLA,231107_cell3,pos,1565508.125,1565.508125,1,3365.508125
BLA,231107_cell3,pos,1566755.375,1566.755375,1,3366.755375
BLA,231107_cell3,pos,1571101,1571.101,1,3371.101
BLA,231107_cell3,pos,1575437.375,1575.437375,1,3375.437375
BLA,231107_cell3,pos,1576062.75,1576.06275,1,3376.06275
BLA,231107_cell3,pos,1581019.75,1581.01975,1,3381.01975
BLA,231107_cell3,pos,1581637.5,1581.6375,1,3381.6375
BLA,231107_cell3,pos,1581820.75,1581.82075,1,3381.82075
BLA,231107_cell3,pos,1585981.75,1585.98175,1,3385.98175
BLA,231107_cell3,pos,1586597.125,1586.597125,1,3386.597125
BLA,231107_cell3,pos,1587930.875,1587.930875,1,3387.930875
BLA,231107_cell3,pos,1589263.5,1589.2635,1,3389.2635
BLA,231107_cell3,pos,1590295.25,1590.29525,1,3390.29525
BLA,231107_cell3,pos,1590941.5,1590.9415,1,3390.9415
BLA,231107_cell3,pos,1593426.75,1593.42675,1,3393.42675
BLA,231107_cell3,pos,1596092,1596.092,1,3396.092
BLA,231107_cell3,pos,1596526.25,1596.52625,1,3396.52625
BLA,231107_cell3,pos,1597761.125,1597.761125,1,3397.761125
BLA,231107_cell3,pos,1600864.75,1600.86475,1,3400.86475
BLA,231107_cell3,pos,1602727.75,1602.72775,1,3402.72775
BLA,231107_cell3,pos,1604590.125,1604.590125,1,3404.590125
BLA,231107_cell3,pos,1605826.5,1605.8265,1,3405.8265
BLA,231107_cell3,pos,1606445.125,1606.445125,1,3406.445125
BLA,231107_cell3,pos,1607661.125,1607.661125,1,3407.661125
BLA,231107_cell3,pos,1608496.375,1608.496375,1,3408.496375
BLA,231107_cell3,pos,1610171.75,1610.17175,1,3410.17175
BLA,231107_cell3,pos,1610768.5,1610.7685,1,3410.7685
BLA,231107_cell3,pos,1611407.75,1611.40775,1,3411.40775
BLA,231107_cell3,pos,1614497,1614.497,1,3414.497
BLA,231107_cell3,pos,1616367.875,1616.367875,1,3416.367875
BLA,231107_cell3,pos,1618233.125,1618.233125,1,3418.233125
BLA,231107_cell3,pos,1620093.25,1620.09325,1,3420.09325
BLA,231107_cell3,pos,1622016,1622.016,1,3422.016
BLA,231107_cell3,pos,1623189.25,1623.18925,1,3423.18925
BLA,231107_cell3,pos,1624453.125,1624.453125,1,3424.453125
BLA,231107_cell3,pos,1625052.625,1625.052625,1,3425.052625
BLA,231107_cell3,pos,1625671.75,1625.67175,1,3425.67175
BLA,231107_cell3,pos,1627718.375,1627.718375,1,3427.718375
BLA,231107_cell3,pos,1628151.875,1628.151875,1,3428.151875
BLA,231107_cell3,pos,1630014.25,1630.01425,1,3430.01425
BLA,231107_cell3,pos,1631255.625,1631.255625,1,3431.255625
BLA,231107_cell3,pos,1634974.875,1634.974875,1,3434.974875
BLA,231107_cell3,pos,1635602.5,1635.6025,1,3435.6025
BLA,231107_cell3,pos,1639936.5,1639.9365,1,3439.9365
BLA,231107_cell3,pos,1640561.875,1640.561875,1,3440.561875
BLA,231107_cell3,pos,1645521.125,1645.521125,1,3445.521125
BLA,231107_cell3,pos,1649239.75,1649.23975,1,3449.23975
BLA,231107_cell3,pos,1650747.25,1650.74725,1,3450.74725
BLA,231107_cell3,pos,1653150.25,1653.15025,1,3453.15025
BLA,231107_cell3,pos,1655441,1655.441,1,3455.441
BLA,231107_cell3,pos,1660402.875,1660.402875,1,3460.402875
BLA,231107_cell3,pos,1661020,1661.02,1,3461.02
BLA,231107_cell3,pos,1664740.375,1664.740375,1,3464.740375
BLA,231107_cell3,pos,1670327.25,1670.32725,1,3470.32725
BLA,231107_cell3,pos,1675908,1675.908,1,3475.908
BLA,231107_cell3,pos,1677126.125,1677.126125,1,3477.126125
BLA,231107_cell3,pos,1677559.875,1677.559875,1,3477.559875
BLA,231107_cell3,pos,1677803.625,1677.803625,1,3477.803625
BLA,231107_cell3,pos,1677827,1677.827,1,3477.827
BLA,231107_cell3,pos,1677858.375,1677.858375,1,3477.858375
BLA,231107_cell3,pos,1677867.5,1677.8675,1,3477.8675
BLA,231107_cell3,pos,1678204,1678.204,1,3478.204
BLA,231107_cell3,pos,1678777.5,1678.7775,1,3478.7775
BLA,231107_cell3,pos,1679378,1679.378,1,3479.378
BLA,231107_cell3,pos,1680021.625,1680.021625,1,3480.021625
BLA,231107_cell3,pos,1681269.125,1681.269125,1,3481.269125
BLA,231107_cell3,pos,1689940.75,1689.94075,1,3489.94075
BLA,231107_cell3,pos,1691364.625,1691.364625,1,3491.364625
BLA,231107_cell3,pos,1692082.625,1692.082625,1,3492.082625
BLA,231107_cell3,pos,1692200,1692.2,1,3492.2
BLA,231107_cell3,pos,1692379,1692.379,1,3492.379
BLA,231107_cell3,pos,1692592.625,1692.592625,1,3492.592625
BLA,231107_cell3,pos,1692730.125,1692.730125,1,3492.730125
BLA,231107_cell3,pos,1692909.625,1692.909625,1,3492.909625
BLA,231107_cell3,pos,1693030.75,1693.03075,1,3493.03075
BLA,231107_cell3,pos,1693225.125,1693.225125,1,3493.225125
BLA,231107_cell3,pos,1693317.5,1693.3175,1,3493.3175
BLA,231107_cell3,pos,1693369.375,1693.369375,1,3493.369375
BLA,231107_cell3,pos,1693553.75,1693.55375,1,3493.55375
BLA,231107_cell3,pos,1693614,1693.614,1,3493.614
BLA,231107_cell3,pos,1693739.75,1693.73975,1,3493.73975
BLA,231107_cell3,pos,1693801,1693.801,1,3493.801
BLA,231107_cell3,pos,1693947.75,1693.94775,1,3493.94775
BLA,231107_cell3,pos,1694000.375,1694.000375,1,3494.000375
BLA,231107_cell3,pos,1694057.5,1694.0575,1,3494.0575
BLA,231107_cell3,pos,1694182.5,1694.1825,1,3494.1825
BLA,231107_cell3,pos,1694285.375,1694.285375,1,3494.285375
BLA,231107_cell3,pos,1694312.25,1694.31225,1,3494.31225
BLA,231107_cell3,pos,1694508.75,1694.50875,1,3494.50875
BLA,231107_cell3,pos,1694536.75,1694.53675,1,3494.53675
BLA,231107_cell3,pos,1694593.875,1694.593875,1,3494.593875
BLA,231107_cell3,pos,1694655.75,1694.65575,1,3494.65575
BLA,231107_cell3,pos,1694683,1694.683,1,3494.683
BLA,231107_cell3,pos,1694822.125,1694.822125,1,3494.822125
BLA,231107_cell3,pos,1694831.125,1694.831125,1,3494.831125
BLA,231107_cell3,pos,1694893.75,1694.89375,1,3494.89375
BLA,231107_cell3,pos,1694917.625,1694.917625,1,3494.917625
BLA,231107_cell3,pos,1695073.625,1695.073625,1,3495.073625
BLA,231107_cell3,pos,1695141.125,1695.141125,1,3495.141125
BLA,231107_cell3,pos,1695201.75,1695.20175,1,3495.20175
BLA,231107_cell3,pos,1695290.875,1695.290875,1,3495.290875
BLA,231107_cell3,pos,1695354.75,1695.35475,1,3495.35475
BLA,231107_cell3,pos,1695474.375,1695.474375,1,3495.474375
BLA,231107_cell3,pos,1695623.625,1695.623625,1,3495.623625
BLA,231107_cell3,pos,1695648,1695.648,1,3495.648
BLA,231107_cell3,pos,1695774.875,1695.774875,1,3495.774875
BLA,231107_cell3,pos,1695812.625,1695.812625,1,3495.812625
BLA,231107_cell3,pos,1695817.25,1695.81725,1,3495.81725
BLA,231107_cell3,pos,1695877.125,1695.877125,1,3495.877125
BLA,231107_cell3,pos,1695977.75,1695.97775,1,3495.97775
BLA,231107_cell3,pos,1696043.375,1696.043375,1,3496.043375
BLA,231107_cell3,pos,1696056.75,1696.05675,1,3496.05675
BLA,231107_cell3,pos,1696116.75,1696.11675,1,3496.11675
BLA,231107_cell3,pos,1696212,1696.212,1,3496.212
BLA,231107_cell3,pos,1696377.25,1696.37725,1,3496.37725
BLA,231107_cell3,pos,1696432.75,1696.43275,1,3496.43275
BLA,231107_cell3,pos,1696612.5,1696.6125,1,3496.6125
BLA,231107_cell3,pos,1696763.375,1696.763375,1,3496.763375
BLA,231107_cell3,pos,1696908,1696.908,1,3496.908
BLA,231107_cell3,pos,1697047,1697.047,1,3497.047
BLA,231107_cell3,pos,1697055,1697.055,1,3497.055
BLA,231107_cell3,pos,1697072.5,1697.0725,1,3497.0725
BLA,231107_cell3,pos,1697270.25,1697.27025,1,3497.27025
BLA,231107_cell3,pos,1697380,1697.38,1,3497.38
BLA,231107_cell3,pos,1697407,1697.407,1,3497.407
BLA,231107_cell3,pos,1697547.75,1697.54775,1,3497.54775
BLA,231107_cell3,pos,1697569.5,1697.5695,1,3497.5695
BLA,231107_cell3,pos,1697694.25,1697.69425,1,3497.69425
BLA,231107_cell3,pos,1697756.125,1697.756125,1,3497.756125
BLA,231107_cell3,pos,1697795.375,1697.795375,1,3497.795375
BLA,231107_cell3,pos,1697930.5,1697.9305,1,3497.9305
BLA,231107_cell3,pos,1697938.875,1697.938875,1,3497.938875
BLA,231107_cell3,pos,1697952.125,1697.952125,1,3497.952125
BLA,231107_cell3,pos,1698045.25,1698.04525,1,3498.04525
BLA,231107_cell3,pos,1698246.75,1698.24675,1,3498.24675
BLA,231107_cell3,pos,1698285.375,1698.285375,1,3498.285375
BLA,231107_cell3,pos,1698336.75,1698.33675,1,3498.33675
BLA,231107_cell3,pos,1698438.125,1698.438125,1,3498.438125
BLA,231107_cell3,pos,1698458.125,1698.458125,1,3498.458125
BLA,231107_cell3,pos,1698549.625,1698.549625,1,3498.549625
BLA,231107_cell3,pos,1698735,1698.735,1,3498.735
BLA,231107_cell3,pos,1698755.125,1698.755125,1,3498.755125
BLA,231107_cell3,pos,1698760.625,1698.760625,1,3498.760625
BLA,231107_cell3,pos,1699014.875,1699.014875,1,3499.014875
BLA,231107_cell3,pos,1699153.375,1699.153375,1,3499.153375
BLA,231107_cell3,pos,1699161.5,1699.1615,1,3499.1615
BLA,231107_cell3,pos,1699221.625,1699.221625,1,3499.221625
BLA,231107_cell3,pos,1699268.5,1699.2685,1,3499.2685
BLA,231107_cell3,pos,1699409.25,1699.40925,1,3499.40925
BLA,231107_cell3,pos,1699454.75,1699.45475,1,3499.45475
BLA,231107_cell3,pos,1699481.75,1699.48175,1,3499.48175
BLA,231107_cell3,pos,1699505,1699.505,1,3499.505
BLA,231107_cell3,pos,1699777.5,1699.7775,1,3499.7775
BLA,231107_cell3,pos,1797913.875,1797.913875,1,3597.913875
BLA,231107_cell4,pos,72.44999695,0.072449997,0,0.072449997
BLA,231107_cell4,pos,694.5,0.6945,0,0.6945
BLA,231107_cell4,pos,1307.400024,1.307400024,0,1.307400024
BLA,231107_cell4,pos,1927.349976,1.927349976,0,1.927349976
BLA,231107_cell4,pos,2555.399902,2.555399902,0,2.555399902
BLA,231107_cell4,pos,3166.300049,3.166300049,0,3.166300049
BLA,231107_cell4,pos,3788.550049,3.788550049,0,3.788550049
BLA,231107_cell4,pos,6264.5,6.2645,0,6.2645
BLA,231107_cell4,pos,6947.700195,6.947700195,0,6.947700195
BLA,231107_cell4,pos,7802.399902,7.802399902,0,7.802399902
BLA,231107_cell4,pos,8127.950195,8.127950195,0,8.127950195
BLA,231107_cell4,pos,9363.900391,9.363900391,0,9.363900391
BLA,231107_cell4,pos,9985.450195,9.985450195,0,9.985450195
BLA,231107_cell4,pos,11221.7002,11.2217002,0,11.2217002
BLA,231107_cell4,pos,11843.7002,11.8437002,0,11.8437002
BLA,231107_cell4,pos,13080.90039,13.08090039,0,13.08090039
BLA,231107_cell4,pos,13703.4502,13.7034502,0,13.7034502
BLA,231107_cell4,pos,14940.5498,14.9405498,0,14.9405498
BLA,231107_cell4,pos,16802.25,16.80225,0,16.80225
BLA,231107_cell4,pos,16986.19922,16.98619922,0,16.98619922
BLA,231107_cell4,pos,19278.30078,19.27830078,0,19.27830078
BLA,231107_cell4,pos,19468.59961,19.46859961,0,19.46859961
BLA,231107_cell4,pos,19900.69922,19.90069922,0,19.90069922
BLA,231107_cell4,pos,21137.59961,21.13759961,0,21.13759961
BLA,231107_cell4,pos,21942.59961,21.94259961,0,21.94259961
BLA,231107_cell4,pos,22371,22.371,0,22.371
BLA,231107_cell4,pos,24192.44922,24.19244922,0,24.19244922
BLA,231107_cell4,pos,24825.94922,24.82594922,0,24.82594922
BLA,231107_cell4,pos,25483.15039,25.48315039,0,25.48315039
BLA,231107_cell4,pos,27952.15039,27.95215039,0,27.95215039
BLA,231107_cell4,pos,28576.25,28.57625,0,28.57625
BLA,231107_cell4,pos,29171.5,29.1715,0,29.1715
BLA,231107_cell4,pos,29807.40039,29.80740039,0,29.80740039
BLA,231107_cell4,pos,31056.40039,31.05640039,0,31.05640039
BLA,231107_cell4,pos,31666.15039,31.66615039,0,31.66615039
BLA,231107_cell4,pos,33535,33.535,0,33.535
BLA,231107_cell4,pos,33717.39844,33.71739844,0,33.71739844
BLA,231107_cell4,pos,34754.64844,34.75464844,0,34.75464844
BLA,231107_cell4,pos,36005.80078,36.00580078,0,36.00580078
BLA,231107_cell4,pos,38492.55078,38.49255078,0,38.49255078
BLA,231107_cell4,pos,39110.94922,39.11094922,0,39.11094922
BLA,231107_cell4,pos,39699.85156,39.69985156,0,39.69985156
BLA,231107_cell4,pos,39913.55078,39.91355078,0,39.91355078
BLA,231107_cell4,pos,40341.35156,40.34135156,0,40.34135156
BLA,231107_cell4,pos,41590.44922,41.59044922,0,41.59044922
BLA,231107_cell4,pos,42267.80078,42.26780078,0,42.26780078
BLA,231107_cell4,pos,42832.10156,42.83210156,0,42.83210156
BLA,231107_cell4,pos,43450.25,43.45025,0,43.45025
BLA,231107_cell4,pos,44651.35156,44.65135156,0,44.65135156
BLA,231107_cell4,pos,45299.89844,45.29989844,0,45.29989844
BLA,231107_cell4,pos,46541.44922,46.54144922,0,46.54144922
BLA,231107_cell4,pos,47786.14844,47.78614844,0,47.78614844
BLA,231107_cell4,pos,50248.5,50.2485,0,50.2485
BLA,231107_cell4,pos,53452.30078,53.45230078,0,53.45230078
BLA,231107_cell4,pos,54599.94922,54.59994922,0,54.59994922
BLA,231107_cell4,pos,55213.19922,55.21319922,0,55.21319922
BLA,231107_cell4,pos,55842.85156,55.84285156,0,55.84285156
BLA,231107_cell4,pos,56456.80078,56.45680078,0,56.45680078
BLA,231107_cell4,pos,56636.30078,56.63630078,0,56.63630078
BLA,231107_cell4,pos,57700.94922,57.70094922,0,57.70094922
BLA,231107_cell4,pos,57891.44922,57.89144922,0,57.89144922
BLA,231107_cell4,pos,58940.10156,58.94010156,0,58.94010156
BLA,231107_cell4,pos,59563.69922,59.56369922,0,59.56369922
BLA,231107_cell4,pos,60336.60156,60.33660156,0,60.33660156
BLA,231107_cell4,pos,61416.55078,61.41655078,0,61.41655078
BLA,231107_cell4,pos,62744.44922,62.74444922,0,62.74444922
BLA,231107_cell4,pos,63897.39844,63.89739844,0,63.89739844
BLA,231107_cell4,pos,64517.05078,64.51705078,0,64.51705078
BLA,231107_cell4,pos,64792.05078,64.79205078,0,64.79205078
BLA,231107_cell4,pos,65133.85156,65.13385156,0,65.13385156
BLA,231107_cell4,pos,65315.69922,65.31569922,0,65.31569922
BLA,231107_cell4,pos,66668.29688,66.66829688,0,66.66829688
BLA,231107_cell4,pos,66994.75,66.99475,0,66.99475
BLA,231107_cell4,pos,67611.14844,67.61114844,0,67.61114844
BLA,231107_cell4,pos,68234.35156,68.23435156,0,68.23435156
BLA,231107_cell4,pos,68855.95313,68.85595313,0,68.85595313
BLA,231107_cell4,pos,69471.85156,69.47185156,0,69.47185156
