Animal,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,bin,range(f),light,dark,Distance_px,Distance_in
57,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",3,"(5400, 7200)",0.370905053,0.630205441,1379.90616,136.009133
57,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[0.01462765957446748, 103.4188829787234, 100.35505319148936, 2.3124999999999996], [2.3124999999999996, 100.35505319148936, 103.4188829787234, 3.07845744680851]], 'ys': [[1.2379862700228905, 1.7345537757437142, 108, 106.51029748283753], [106.51029748283753, 108, 214.2654462242563, 213.76887871853546]]}",4,"(7200, 9000)",0.349250416,0.654081066,1022.503228,100.7820543
58,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",0,"(0, 1800)",0.290394225,0.719044975,1663.521895,160.2757357
58,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",1,"(1800, 3600)",0.043309273,0.958911716,1265.570997,121.9342668
58,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",2,"(3600, 5400)",0.139922265,0.861188229,1011.434657,97.44893303
58,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",3,"(5400, 7200)",0.513048306,0.487506941,1514.952878,145.9615216
58,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[2.361902573529413, 102.12660845588236, 102.12660845588236, 3.1413143382352953], [3.1413143382352953, 102.12660845588236, 103.68543198529413, 1.5824908088235305]], 'ys': [[1.7395833333333564, 1.2418981481481712, 109.23958333333334, 106.25347222222223], [106.25347222222223, 109.23958333333334, 213.75347222222223, 212.75810185185185]]}",4,"(7200, 9000)",0.08384231,0.918378679,1233.285171,118.8236167
59,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",0,"(0, 1800)",0.05719045,0.944475292,1168.714569,116.5669258
59,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",1,"(1800, 3600)",0,1,804.7199913,80.26231383
59,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",2,"(3600, 5400)",0,1,521.053332,51.96956272
59,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",3,"(5400, 7200)",0,1,846.5432009,84.43373696
59,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.5130565068493147, 106.23908390410959, 104.7322345890411, 4.526755136986301], [4.526755136986301, 104.7322345890411, 105.48565924657534, 3.0199058219178077]], 'ys': [[1.25, 0.75, 105.75, 105.75], [105.75, 105.75, 209.25, 209.75]]}",4,"(7200, 9000)",0.100499722,0.903942254,791.5175883,78.94551368
60,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",0,"(0, 1800)",0.536368684,0.463631316,1468.224553,145.0169938
60,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",1,"(1800, 3600)",0.241532482,0.759578012,1127.905946,111.4036195
60,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",2,"(3600, 5400)",0.385896724,0.614103276,982.358731,97.02787604
60,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",3,"(5400, 7200)",0.146029983,0.855080511,1066.798387,105.368007
60,ms57to60_2022-01-20 10-05-55.mkv,99,TRUE,0.9,100,1950,"{'xs': [[1.6211832061068694, 101.65171755725193, 101.65171755725193, 2.415076335877862], [2.415076335877862, 101.65171755725193, 100.85782442748092, 1.6211832061068694]], 'ys': [[2.056498829039809, 2.5553278688524554, 108.80591334894613, 107.3094262295082], [107.3094262295082, 108.80591334894613, 210.567037470726, 210.567037470726]]}",4,"(7200, 9000)",0.279844531,0.72182121,1075.983968,106.2752697
