Animal,testnum,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,bin,range(f),DstFrmCnt_in,Distance_px,Distance_in
15,2,OF2_15_2022-12-05 13-38-51.mkv,99,TRUE,0.7,50,900,1,"(1800, 3600)",7.403629671,2134.376109,144.0250953
15,2,OF2_15_2022-12-05 13-38-51.mkv,99,TRUE,0.7,50,900,2,"(3600, 5400)",7.16085691,1976.868541,133.3966768
15,2,OF2_15_2022-12-05 13-38-51.mkv,99,TRUE,0.7,50,900,3,"(5400, 7200)",6.831616853,1736.356195,117.1671971
15,2,OF2_15_2022-12-05 13-38-51.mkv,99,TRUE,0.7,50,900,4,"(7200, 9000)",6.88957839,1151.676677,77.71373679
16,1,OF1_16_2022-11-28 16-04-17.mkv,99,TRUE,0.9,50,1110,0,"(0, 1800)",7.901892299,2862.763426,295.7464554
16,1,OF1_16_2022-11-28 16-04-17.mkv,99,TRUE,0.9,50,1110,1,"(1800, 3600)",7.437411653,1804.262614,186.3948198
16,1,OF1_16_2022-11-28 16-04-17.mkv,99,TRUE,0.9,50,1110,2,"(3600, 5400)",7.39549131,1730.133164,178.7366521
16,1,OF1_16_2022-11-28 16-04-17.mkv,99,TRUE,0.9,50,1110,3,"(5400, 7200)",7.662082698,1750.365058,180.8267693
16,1,OF1_16_2022-11-28 16-04-17.mkv,99,TRUE,0.9,50,1110,4,"(7200, 9000)",7.554215901,1607.399694,166.0572989
16,2,OF2_16_2022-12-05 13-48-12.mkv,99,TRUE,0.7,50,900,0,"(0, 1800)",8.101566369,5808.301684,391.9371098
16,2,OF2_16_2022-12-05 13-48-12.mkv,99,TRUE,0.7,50,900,1,"(1800, 3600)",7.985182218,4888.681479,329.8822605
16,2,OF2_16_2022-12-05 13-48-12.mkv,99,TRUE,0.7,50,900,2,"(3600, 5400)",6.951567381,4363.342945,294.4330573
16,2,OF2_16_2022-12-05 13-48-12.mkv,99,TRUE,0.7,50,900,3,"(5400, 7200)",7.178522495,3770.311368,254.4160102
16,2,OF2_16_2022-12-05 13-48-12.mkv,99,TRUE,0.7,50,900,4,"(7200, 9000)",6.942601605,2760.322683,186.2632062
17,1,OF1_17_2022-11-28 16-10-43.mkv,99,TRUE,0.7,50,1200,0,"(0, 1800)",6.774498005,1713.295263,172.9240683
17,1,OF1_17_2022-11-28 16-10-43.mkv,99,TRUE,0.7,50,1200,1,"(1800, 3600)",6.79804093,1149.565783,116.0264645
17,1,OF1_17_2022-11-28 16-10-43.mkv,99,TRUE,0.7,50,1200,2,"(3600, 5400)",7.511690407,1681.323656,169.697152
17,1,OF1_17_2022-11-28 16-10-43.mkv,99,TRUE,0.7,50,1200,3,"(5400, 7200)",6.786417836,901.6225809,91.00138666
17,1,OF1_17_2022-11-28 16-10-43.mkv,99,TRUE,0.7,50,1200,4,"(7200, 9000)",7.685746062,1037.166905,104.6819685
17,2,OF2_17_2022-12-05 13-57-03.mkv,99,TRUE,0.7,50,900,0,"(0, 1800)",7.901567791,4705.345664,317.5109835
17,2,OF2_17_2022-12-05 13-57-03.mkv,99,TRUE,0.7,50,900,1,"(1800, 3600)",8.04716301,3279.277532,221.2816461
17,2,OF2_17_2022-12-05 13-57-03.mkv,99,TRUE,0.7,50,900,2,"(3600, 5400)",7.454785674,3110.694938,209.9058984
17,2,OF2_17_2022-12-05 13-57-03.mkv,99,TRUE,0.7,50,900,3,"(5400, 7200)",6.716437111,2437.658078,164.4901924
